57.8458,11.295
54.5147,11.0643
50.4951,10.9217
46.4754,10.7792
42.4558,10.6366
38.4361,10.494
34.4164,10.3515
30.3968,10.2089
26.3771,10.0663
22.3289,10.1377
20.3265,10.4612
16.6997,12.1682
13.6705,14.7237
12.6878,16.4871
11.7699,18.2644
10.5352,19.8985
10.0422,24.4667
10.2845,26.8703
10.9822,28.7598
11.5374,30.6928
13.932,34.0012
15.4148,35.4108
19.1671,37.7357
23.1645,38.4352
27.1906,38.9669
28.7901,40.2086
30.6432,41.0538
32.3817,42.0469
34.6251,45.3701
35.851,46.9767
36.9575,51.353
36.482,55.7476
35.1529,59.5472
33.92,61.1496
33.6489,61.4848
33.3778,61.82
30.8556,64.9423
28.3333,68.0647
25.811,71.1871
23.2887,74.3095
23.0881,74.5665
23.1076,74.7416
20.9741,78.718
20.706,80.8003
21.4371,84.8299
22.6252,86.8892
24.004,88.4088
25.0523,90.124
26.6307,91.3597
30.5487,92.5746
32.5512,92.665
36.6276,91.8009
38.3694,90.6427
41.6068,88.3216
44.8669,85.9841
48.127,83.6467
51.3871,81.3092
54.6472,78.9718
57.9073,76.6344
61.1674,74.2969
64.4275,71.9595
67.6876,69.6221
70.9476,67.2846
70.9942,67.2512
71.3228,67.1986
75.3294,64.6736
77.4032,64.0619
78.906,63.8222
82.7961,63.8594
84.7626,65.0588
86.549,66.0037
88.3224,67.2657
88.1723,69.2937
89.088,71.0765
91.0279,73.1046
91.4615,75.0626
93.687,78.3746
94.8411,80.2063
98.2314,82.37
100.0646,83.2188
101.8946,84.5331
106.1783,84.9355
108.1988,84.8894
112.1264,84.3384
116.0988,83.7804
120.0713,83.2223
124.0438,82.6643
128.0162,82.1062
128.3628,82.0517
129.3418,81.6676
131.3669,81.1637
134.7991,78.8143
135.8929,77.1381
138.096,73.6474
138.3784,71.4583
138.1164,67.3058
137.7192,65.8868
136.7671,62.4951
135.6573,58.5496
134.5475,54.6042
133.4377,50.6588
132.3279,46.7133
131.2181,42.7679
130.1082,38.8225
128.9984,34.8771
127.8886,30.9316
127.8732,30.8768
127.3183,28.9041
126.2099,25.7598
125.7701,23.7879
124.4066,22.2675
121.6146,18.6299
118.3627,15.7132
116.3735,14.297
112.4234,12.5014
107.7988,11.2253
103.6652,10.8679
99.5031,10.9258
95.4921,10.9815
91.481,11.0373
87.4699,11.0931
83.4589,11.1489
79.4478,11.2046
75.4367,11.2604
71.4256,11.3162
67.4146,11.3719
63.3961,11.4312
63.3462,11.4285
63.1051,11.424
62.155,11.4267
61.8641,11.4195
